make,fuel-type,aspiration,num-of-doors,wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_fwd,drive-wheels_rwd,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,price
17859.166666666668,0,0,0,105.8,192.7,71.4,2844,5,136,3.19,110.0,19,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,17710.0
7875.444444444444,0,0,0,103.3,174.6,64.6,2535,4,122,3.34,88.0,24,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8921.0
8362.0,0,0,0,103.3,174.6,64.6,2535,4,122,3.35,88.0,24,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8921.0
17859.166666666668,0,0,0,99.4,176.6,66.4,2824,5,136,3.19,115.0,18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,17450.0
8295.5,0,0,1,93.7,150.0,64.0,1940,4,92,2.91,76.0,30,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,6529.0
8831.6,0,0,0,97.0,173.5,65.4,2290,4,108,3.62,82.0,28,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,7463.0
8831.6,0,1,0,96.9,173.6,65.4,2650,4,108,3.62,111.0,23,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,11694.0
15848.0,1,1,0,107.9,186.7,68.4,3252,4,152,3.7,95.0,28,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,16900.0
8831.6,0,0,0,96.9,173.6,65.4,2420,4,108,3.62,82.0,23,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,8013.0
22865.0,0,0,0,101.2,176.8,64.8,2395,4,108,3.5,101.0,23,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,16925.0
10415.285714285714,0,0,0,104.9,175.0,66.1,2670,4,140,3.76,120.0,19,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,18280.0
15848.0,0,0,0,107.9,186.7,68.4,3075,4,120,3.46,97.0,19,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,16630.0
10006.25,0,0,1,95.7,158.7,63.6,1985,4,92,3.05,62.0,35,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,5348.0
10006.25,0,0,1,98.4,176.2,65.6,2679,4,146,3.62,116.0,24,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,11199.0
15498.333333333334,0,0,1,88.6,168.8,64.1,2548,4,130,3.47,111.0,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,13495.0
10040.555555555555,1,0,0,97.3,171.7,65.5,2264,4,97,3.01,52.0,37,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,7995.0
10006.25,0,0,0,95.7,166.3,64.4,2109,4,98,3.19,70.0,30,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7198.0
35824.0,0,0,0,120.9,208.1,71.7,3900,8,304,3.8,184.0,14,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,40960.0
27273.0,0,0,1,89.5,168.9,65.0,2756,6,194,3.74,207.0,17,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,32528.0
35824.0,1,1,0,110.0,190.9,70.3,3515,5,183,3.58,123.0,22,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,25552.0
34125.0,0,0,0,113.0,199.6,69.6,3950,6,258,3.63,176.0,15,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,32250.0
10006.25,0,0,1,98.4,176.2,65.6,2540,4,146,3.62,116.0,24,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,8449.0
7875.444444444444,0,1,1,95.9,173.2,66.3,2811,4,156,3.6,145.0,19,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,12964.0
8295.5,0,0,0,96.5,175.4,65.2,2465,4,110,3.15,101.0,24,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,12945.0
15848.0,0,0,0,107.9,186.7,68.4,3075,4,120,3.46,95.0,19,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,15580.0
10006.25,1,0,0,95.7,166.3,64.4,2275,4,110,3.27,56.0,38,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,7788.0
10006.25,0,0,0,95.7,166.3,64.4,2094,4,98,3.19,70.0,38,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7738.0
7875.444444444444,0,0,0,93.7,157.3,63.8,1989,4,90,2.97,68.0,31,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7609.0
7875.444444444444,0,0,0,93.7,157.3,63.8,1967,4,90,2.97,68.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6229.0
10040.555555555555,0,0,1,94.5,159.3,64.2,2254,4,109,3.19,90.0,24,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,11595.0
10006.25,0,0,1,95.7,158.7,63.6,2040,4,92,3.05,62.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6338.0
9766.142857142857,0,1,1,95.9,173.2,66.3,2926,4,156,3.59,145.0,19,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,14489.0
8295.5,0,0,0,96.5,175.4,62.5,2372,4,110,3.15,86.0,27,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,10295.0
10006.25,0,0,1,98.4,176.2,65.6,2975,4,146,3.62,116.0,24,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,17669.0
10415.285714285714,0,0,1,93.1,159.1,64.2,1890,4,91,3.03,68.0,30,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,5195.0
10733.375,0,0,0,94.5,170.2,63.8,2037,4,97,3.15,69.0,31,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7999.0
10006.25,1,0,0,95.7,166.3,64.4,2275,4,110,3.27,56.0,34,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,7898.0
8916.5,0,0,1,96.0,172.6,65.2,2734,4,119,3.43,90.0,24,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,11048.0
8831.6,0,0,0,97.2,172.0,65.4,2190,4,108,3.62,82.0,28,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,7775.0
17859.166666666668,0,0,0,99.8,176.6,66.2,2337,4,109,3.19,102.0,24,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,13950.0
15848.0,1,1,0,107.9,186.7,68.4,3197,4,152,3.7,95.0,28,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,13200.0
10415.285714285714,0,0,1,95.3,169.0,65.7,2380,2,70,3.31,101.0,17,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,11845.0
15335.0,0,1,0,99.1,186.6,66.5,2847,4,121,3.54,160.0,19,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,18620.0
10040.555555555555,0,0,0,97.3,171.7,65.5,2212,4,109,3.19,85.0,27,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,8195.0
18063.18181818182,1,1,0,109.1,188.8,68.9,3217,6,145,3.01,106.0,26,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,22470.0
10040.555555555555,0,0,1,94.5,165.7,64.0,2221,4,109,3.19,90.0,24,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9980.0
10415.285714285714,0,0,1,93.1,159.1,64.2,1905,4,91,3.03,68.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6795.0
9766.142857142857,0,1,1,95.9,173.2,66.3,2921,4,156,3.59,145.0,19,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,14869.0
8295.5,0,0,0,96.5,163.4,64.0,2010,4,92,2.91,76.0,30,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,7295.0
17859.166666666668,0,0,0,105.8,192.7,71.4,2954,5,136,3.19,110.0,19,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,18920.0
15848.0,0,0,0,114.2,198.9,68.4,3285,4,120,3.46,95.0,19,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,16695.0
10733.375,0,0,1,94.5,165.3,63.8,1951,4,97,3.15,69.0,31,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7299.0
9766.142857142857,0,0,0,96.3,172.4,65.4,2405,4,122,3.35,88.0,25,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8189.0
10006.25,0,0,0,104.5,187.8,66.5,3151,6,161,3.27,156.0,19,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,15750.0
10040.555555555555,0,0,0,97.3,171.7,65.5,2275,4,109,3.19,85.0,27,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,8495.0
10733.375,0,0,0,94.5,165.3,63.8,1938,4,97,3.15,69.0,31,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6849.0
17859.166666666668,0,1,0,105.8,192.7,71.4,3086,5,131,3.13,140.0,17,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,23875.0
22865.0,0,0,0,103.5,189.0,66.9,3055,6,164,3.31,121.0,20,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,24565.0
10415.285714285714,0,0,0,98.8,177.8,66.5,2410,4,122,3.39,84.0,26,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,10245.0
10006.25,0,0,0,102.4,175.6,66.5,2414,4,122,3.31,92.0,27,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,10898.0
15335.0,0,0,0,99.1,186.6,66.5,2758,4,121,3.54,110.0,21,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,15510.0
5863.0,0,0,1,88.4,141.1,60.3,1488,3,61,2.91,48.0,47,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,5151.0
16503.0,0,1,1,102.7,178.4,68.0,2910,4,140,3.78,175.0,19,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,16503.0
10006.25,0,0,0,104.5,187.8,66.5,3131,6,171,3.27,156.0,20,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,15690.0
8831.6,0,0,1,93.7,156.9,63.4,2050,4,97,3.62,69.0,31,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,5118.0
10006.25,0,0,1,98.4,176.2,65.6,2714,4,146,3.62,116.0,24,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,11549.0
10040.555555555555,0,0,0,97.3,171.7,65.5,2300,4,109,3.19,100.0,26,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,9995.0
10415.285714285714,1,0,0,104.9,175.0,66.1,2700,4,134,3.43,72.0,31,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,18344.0
10415.285714285714,0,0,1,95.3,169.0,65.7,2385,2,70,3.31,101.0,17,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,13645.0
15848.0,1,1,0,114.2,198.9,68.4,3430,4,152,3.7,95.0,25,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,13860.0
10415.285714285714,0,0,0,93.1,166.8,64.2,1945,4,91,3.03,68.0,31,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6695.0
18063.18181818182,0,1,0,109.1,188.8,68.8,3049,4,141,3.78,160.0,19,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,19045.0
10006.25,0,0,0,102.4,175.6,66.5,2326,4,122,3.31,92.0,29,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,8948.0
10415.285714285714,0,0,1,98.8,177.8,66.5,2385,4,122,3.39,84.0,26,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,10595.0
10415.285714285714,0,0,1,93.1,159.1,64.2,1900,4,91,3.03,68.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6095.0
10733.375,0,0,1,94.5,165.3,63.8,1918,4,97,3.15,69.0,31,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6649.0
7875.444444444444,0,0,1,93.7,157.3,63.8,1876,4,90,2.97,68.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6377.0
10415.285714285714,0,0,0,98.8,177.8,66.5,2410,4,122,3.39,84.0,26,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8495.0
10006.25,0,0,1,94.5,168.7,64.0,2204,4,98,3.19,70.0,29,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,8238.0
18063.18181818182,0,0,0,104.3,188.8,67.2,3042,4,141,3.78,114.0,24,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,16515.0
15335.0,0,0,0,99.1,186.6,66.5,2695,4,121,3.54,110.0,21,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,12170.0
8295.5,0,0,1,96.5,167.5,65.2,2289,4,110,3.15,86.0,27,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,9095.0
10006.25,0,0,0,95.7,166.3,64.4,2122,4,98,3.19,70.0,28,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8358.0
10040.555555555555,0,0,0,100.4,183.1,66.9,2563,4,109,3.19,88.0,25,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,12290.0
15498.333333333334,0,0,1,88.6,168.8,64.1,2548,4,130,3.47,111.0,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,16500.0
10415.285714285714,0,0,1,95.3,169.0,65.7,2380,2,70,3.31,101.0,17,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,10945.0
10006.25,0,0,0,95.7,169.7,63.6,2280,4,92,3.05,62.0,31,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6918.0
15335.0,0,0,1,99.1,186.6,66.5,2707,4,121,2.54,110.0,21,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,15040.0
10006.25,0,0,0,95.7,169.7,63.6,3110,4,92,3.05,62.0,27,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8778.0
10733.375,0,0,1,99.2,178.5,67.9,3139,6,181,3.43,160.0,19,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,18399.0
10733.375,0,0,0,100.4,184.6,66.5,3296,6,181,3.43,152.0,17,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,14399.0
8362.0,0,1,1,93.7,157.3,63.8,2128,4,98,3.03,102.0,24,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,7957.0
10733.375,1,0,1,94.5,165.3,63.8,2017,4,103,2.99,55.0,45,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,7099.0
9766.142857142857,0,0,1,93.7,157.3,64.4,1944,4,92,2.97,68.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,6189.0
8362.0,0,1,1,95.9,173.2,66.3,2818,4,156,3.59,145.0,19,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,12764.0
18063.18181818182,0,1,0,109.1,188.8,68.9,3062,4,141,3.78,114.0,19,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,22625.0
7875.444444444444,0,0,1,93.7,157.3,63.8,1876,4,90,2.97,68.0,37,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,5572.0
10040.555555555555,1,1,0,100.4,180.2,66.9,2579,4,97,3.01,68.0,33,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,13845.0
35824.0,0,0,1,112.0,199.2,72.0,3715,8,304,3.8,184.0,14,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,40960.0
15848.0,0,0,0,114.2,198.9,68.4,3230,4,120,3.46,97.0,19,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,12440.0
22865.0,0,0,0,103.5,189.0,66.9,3230,6,209,3.62,182.0,16,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,30760.0
10733.375,0,0,1,94.5,165.6,63.8,2028,4,97,3.15,69.0,31,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,7799.0
10040.555555555555,0,0,1,97.3,171.7,65.5,2209,4,109,3.19,85.0,27,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,7975.0
10733.375,0,1,1,91.3,170.7,67.9,3139,6,181,3.43,200.0,17,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,19699.0
